0.0,-30.0,2.91959,4.371,0.00478,0.00249,0.00249,0.0013,0.00398,502
0.0,-29.0,0.06141,5.53091,0.00252,-0.02885,-0.02885,2.6053,0.43761,416
0.0,-29.0,0.39353,2.95811,0.05598,0.02088,0.02088,2.78002,0.56239,416
0.0,-28.0,0.06413,5.1698,0.00276,-0.04401,-0.04401,3.07077,0.57603,869
0.0,-28.0,0.3062,2.67944,0.04677,0.23707,0.23707,4.00761,0.4205,869
0.0,-28.0,1.98539,4.34033,0.00073,-0.00092,-0.00092,0.017,0.00347,869
0.0,-27.0,0.20129,1.39393,0.0805,0.39201,0.39201,3.87506,1.0,95
0.0,-26.0,0.50902,2.67306,0.07258,-0.04843,-0.04843,0.10077,0.4575,57
0.0,-26.0,0.16279,6.08142,0.01901,-0.03215,-0.03215,2.35127,0.5425,57
0.0,-25.0,0.54011,2.78131,0.06904,-0.04453,-0.04453,0.04263,0.52837,25
0.0,-25.0,0.13451,0.4008,0.01064,0.06306,0.06306,2.34986,0.47163,25
0.0,-5.0,0.10927,4.93155,0.01104,-0.10648,-0.10648,3.60174,0.87043,101
0.0,-5.0,0.89779,3.66661,0.32835,0.02933,0.02933,0.29526,0.12957,101
0.0,-4.0,0.13729,3.59351,0.00745,-0.06631,-0.06631,4.28425,0.56705,265
0.0,-4.0,0.01305,0.14491,0.00075,0.00835,0.00835,0.09275,0.24808,265
0.0,-4.0,0.56524,3.22415,0.11692,0.04152,0.04152,1.689,0.18487,265
0.0,-3.0,0.3744,1.1052,0.06026,0.1377,0.1377,3.70684,0.36212,369
0.0,-3.0,0.08115,4.47695,0.0047,-0.10175,-0.10175,4.56615,0.63788,369
0.0,-2.0,0.09301,1.36717,0.00613,0.083,0.083,4.11847,0.60275,375
0.0,-2.0,0.47537,1.2399,0.07882,0.1571,0.1571,3.63909,0.39725,375
0.0,-1.0,0.04043,6.20173,0.0019,-0.00664,-0.00664,1.00894,0.38506,222
0.0,-1.0,0.42047,3.02998,0.08527,-0.04734,-0.04734,1.56084,0.45124,222
0.0,-1.0,0.52217,6.13965,0.0667,0.01077,0.01077,0.15087,0.1637,222
0.0,0.0,0.36811,2.61853,0.0415,0.09383,0.09383,5.46714,0.44772,205
0.0,0.0,0.05758,2.66508,0.00207,0.10112,0.10112,7.39846,0.51448,205
0.0,0.0,0.75673,2.41029,0.13766,0.04233,0.04233,0.02369,0.0378,205
0.0,1.0,0.21838,1.42443,0.04951,0.18102,0.18102,3.31761,1.0,76
1.0,-31.0,0.36089,6.20575,0.10632,-0.01734,-0.01734,0.02862,0.29373,510
1.0,-31.0,0.68232,3.12693,0.08348,0.0077,0.0077,0.07534,0.20928,510
1.0,-31.0,0.42415,5.1477,0.02842,-0.05038,-0.05038,2.56277,0.3639,510
1.0,-31.0,0.08987,2.90691,0.00177,-0.02996,-0.02996,3.37811,0.11089,510
1.0,-31.0,1.63011,4.85835,0.54698,-0.5325,-0.5325,0.85008,0.0222,510
1.0,-30.0,0.60925,3.22073,0.09278,0.01138,0.01138,0.20833,0.19105,1118
1.0,-30.0,0.41315,6.18602,0.05258,-0.04095,-0.04095,2.13509,0.58753,1118
1.0,-30.0,0.05453,4.78406,0.00226,-0.06217,-0.06217,3.22148,0.22143,1118
