1730462402.0,11,12.85,-0.35,0.15,4.71239
1730462403.0,11,12.85,-0.35,0.0,0.0
1730462404.0,11,12.85,-0.35,0.0,0.0
1730462405.0,11,12.85,-0.3,0.05,1.5708
1730462406.0,11,12.85,-0.3,0.0,0.0
1730462407.0,11,12.85,-0.3,0.0,0.0
1730462408.0,11,12.85,-0.4,0.1,4.71239
1730462409.0,11,12.7,-0.7,0.33541,4.24874
1730462410.0,11,12.65,-1.15,0.45277,4.60173
1730462411.0,11,12.7,-1.45,0.30414,4.87754
1730462412.0,11,11.05,0.9,2.87141,2.18295
1730462413.0,11,11.1,0.5,0.40311,4.83674
1730462414.0,11,11.0,0.1,0.41231,4.46741
1730462415.0,11,10.85,-0.5,0.61847,4.46741
1730462416.0,11,10.75,-1.3,0.80623,4.58803
1730462417.0,11,10.75,-1.9,0.6,4.71239
1730462418.0,11,10.9,-2.5,0.61847,4.95737
1730462419.0,11,11.05,-2.95,0.47434,5.03414
1730462420.0,11,11.1,-3.0,0.07071,5.49779
1730462421.0,11,11.1,-3.0,0.0,0.0
1730462422.0,11,11.1,-3.0,0.0,0.0
1730462423.0,11,10.8,-3.05,0.30414,3.30674
1730462424.0,11,10.3,-3.0,0.50249,3.04192
1730462425.0,11,10.15,-3.1,0.18028,3.7296
1730462426.0,11,9.85,-3.15,0.30414,3.30674
1730462427.0,11,9.45,-3.25,0.41231,3.38657
1730462428.0,11,9.05,-3.3,0.40311,3.26595
1730462429.0,11,8.75,-3.2,0.31623,2.81984
1730462430.0,11,8.45,-3.35,0.33541,3.60524
1730462431.0,11,7.9,-3.05,0.6265,2.64225
1730462432.0,11,7.3,-3.0,0.60208,3.05845
1730462433.0,11,6.8,-2.9,0.5099,2.9442
1730462434.0,11,6.5,-2.95,0.30414,3.30674
1730462435.0,11,6.5,-2.9,0.05,1.5708
1730462436.0,11,6.2,-2.85,0.30414,2.97644
1730462437.0,11,5.8,-2.55,0.5,2.49809
1730462438.0,11,5.15,-2.2,0.73824,2.64765
1730462439.0,11,4.25,-1.8,0.98489,2.72337
1730462440.0,11,3.8,-1.85,0.45277,3.25225
1730462441.0,11,2.9,-1.85,0.9,3.14159
1730462442.0,11,2.05,-1.85,0.85,3.14159
1730462443.0,11,1.3,-1.8,0.75166,3.07502
1730462481.0,147,20.35,1.5,0.15,0.0
1730462482.0,147,20.35,1.7,0.2,1.5708
1730462483.0,147,20.2,1.6,0.18028,3.7296
1730462484.0,147,20.1,1.55,0.1118,3.60524
1730462485.0,147,20.1,1.55,0.0,0.0
1730462486.0,147,19.85,1.5,0.25495,3.33899
1730462487.0,147,19.95,1.65,0.18028,0.98279
1730462488.0,147,19.8,1.7,0.15811,2.81984
1730462489.0,147,19.8,1.65,0.05,4.71239
1730462490.0,147,19.8,1.65,0.0,0.0
1730462491.0,147,19.8,1.65,0.0,0.0
1730462492.0,147,19.8,1.65,0.0,0.0
1730462493.0,147,19.8,1.7,0.05,1.5708
1730462494.0,147,19.8,1.7,0.0,0.0
1730462495.0,147,19.7,1.65,0.1118,3.60524
1730462496.0,147,19.6,1.55,0.14142,3.92699
1730462497.0,147,19.7,1.25,0.31623,5.03414
1730462498.0,147,18.7,1.35,1.00499,3.04192
1730462499.0,147,18.7,1.5,0.15,1.5708
1730462500.0,147,17.7,1.8,1.04403,2.85014
1730462501.0,147,17.45,2.2,0.4717,2.1294
1730462502.0,147,17.6,2.6,0.4272,1.21203
1730462503.0,147,17.8,2.6,0.2,0.0
1730462504.0,185,17.3,-30.75,0.4717,4.15379
1730462504.0,147,17.6,2.15,0.49244,4.29416
1730462505.0,147,17.35,2.0,0.29155,3.68201
1730462505.0,185,17.35,-30.4,0.35355,1.4289
1730462506.0,185,17.15,-30.3,0.22361,2.67795
1730462506.0,147,17.15,1.7,0.36056,4.12439
1730462507.0,185,17.15,-30.3,0.0,0.0
1730462507.0,147,17.05,1.55,0.18028,4.12439
1730462508.0,185,17.15,-30.25,0.05,1.5708
1730462508.0,147,17.0,1.4,0.15811,4.39064
1730462509.0,185,17.15,-30.25,0.0,0.0
1730462509.0,147,16.9,1.35,0.1118,3.60524
1730462510.0,185,16.9,-30.25,0.25,3.14159
1730462511.0,185,16.65,-30.05,0.32016,2.46685
1730462512.0,185,16.75,-30.15,0.14142,5.49779
1730462513.0,185,16.75,-30.2,0.05,4.71239
1730462514.0,185,16.75,-30.15,0.05,1.5708
1730462515.0,185,17.0,-29.95,0.32016,0.67474
1730462516.0,185,17.35,-30.15,0.40311,5.76404
1730462517.0,185,17.4,-30.1,0.07071,0.7854
1730462518.0,185,17.5,-30.25,0.18028,5.30039
1730462519.0,185,17.55,-30.25,0.05,0.0
1730462520.0,185,17.55,-30.4,0.15,4.71239
1730462521.0,185,17.75,-30.65,0.32016,5.38713
1730462522.0,185,17.9,-30.75,0.18028,5.69518
1730462523.0,185,18.05,-30.6,0.21213,0.7854
1730462524.0,185,18.25,-30.7,0.22361,5.81954
1730462525.0,185,17.95,-30.95,0.39051,3.83633
1730462526.0,185,18.05,-30.95,0.1,0.0
1730462527.0,185,21.0,-30.85,2.95169,0.03389
1730462528.0,185,21.05,-30.85,0.05,0.0
1730462529.0,185,21.05,-30.85,0.0,0.0
1730462530.0,185,21.05,-30.85,0.0,0.0
1730462531.0,185,21.0,-30.85,0.05,3.14159
1730462532.0,185,21.0,-30.85,0.0,0.0
1730462533.0,185,18.55,-30.85,2.45,3.14159
1730462534.0,185,18.95,-30.85,0.4,0.0
1730462535.0,185,18.5,-30.8,0.45277,3.03094
1730462536.0,185,18.5,-30.8,0.0,0.0
1730462537.0,185,18.5,-30.8,0.0,0.0
1730462538.0,185,18.5,-30.8,0.0,0.0
1730462539.0,185,18.5,-30.8,0.0,0.0
1730462540.0,185,18.45,-30.75,0.07071,2.35619
1730462541.0,185,18.2,-30.8,0.25495,3.33899
1730462542.0,185,18.25,-30.7,0.1118,1.10715
1730462543.0,185,18.25,-30.7,0.0,0.0
1730462544.0,185,18.3,-30.65,0.07071,0.7854
1730462545.0,185,18.45,-30.45,0.25,0.9273
1730462546.0,185,18.35,-30.75,0.31623,4.39064
1730462547.0,185,18.45,-30.8,0.1118,5.81954
1730462548.0,185,18.5,-30.8,0.05,0.0
1730462549.0,185,18.5,-30.8,0.0,0.0
1730462550.0,185,18.6,-31.2,0.41231,4.95737
1730462551.0,185,19.0,-31.7,0.64031,5.38713
1730462552.0,185,20.0,-32.45,1.25,5.63968
1730462553.0,185,21.15,-32.95,1.25399,5.87306
1730462554.0,185,22.0,-33.3,0.91924,5.89258
1730462555.0,185,22.7,-33.45,0.71589,6.07209
1730462556.0,185,23.3,-33.65,0.63246,5.96143
1730462557.0,185,23.4,-33.55,0.14142,0.7854
1730462558.0,185,23.4,-33.55,0.0,0.0
1730462559.0,185,23.4,-33.55,0.0,0.0
1730462560.0,185,23.4,-33.55,0.0,0.0
1730462561.0,185,23.4,-33.55,0.0,0.0
1730462562.0,185,23.4,-33.55,0.0,0.0
1730462563.0,185,23.35,-33.4,0.15811,1.89255
1730462564.0,185,22.95,-33.0,0.56569,2.35619
1730462565.0,185,22.25,-32.95,0.70178,3.07029
1730462566.0,185,21.7,-32.95,0.55,3.14159
1730463011.0,972,26.55,-0.45,0.44721,4.24874
1730463012.0,972,26.4,-0.65,0.25,4.06889
1730463013.0,972,26.15,-0.85,0.32016,3.81633
1730463014.0,972,26.4,-1.0,0.29155,5.74277
1730463015.0,972,26.1,-0.95,0.30414,2.97644
1730463016.0,972,25.6,-1.05,0.5099,3.33899
1730463017.0,972,25.5,-1.05,0.1,3.14159
1730463018.0,972,25.25,-1.0,0.25495,2.9442
1730463019.0,972,25.3,-1.0,0.05,0.0
1730463020.0,972,25.3,-1.0,0.0,0.0
1730463021.0,972,25.35,-1.2,0.20616,4.95737
1730463022.0,972,25.2,-1.4,0.25,4.06889
1730463023.0,972,25.2,-1.4,0.0,0.0
1730463024.0,972,25.25,-1.4,0.05,0.0
1730463025.0,972,25.2,-2.0,0.60208,4.62925
1730463026.0,972,25.15,-2.05,0.07071,3.92699
1730463027.0,972,25.2,-2.05,0.05,0.0
1730463028.0,972,25.2,-2.05,0.0,0.0
1730463029.0,972,25.2,-2.05,0.0,0.0
1730463030.0,972,25.2,-2.05,0.0,0.0
1730463031.0,972,25.2,-2.05,0.0,0.0
1730463032.0,972,25.15,-2.4,0.35355,4.57049
1730463033.0,972,25.2,-2.65,0.25495,4.90978
1730463034.0,972,25.15,-2.75,0.1118,4.24874
1730463035.0,972,25.0,-3.05,0.33541,4.24874
1730463036.0,972,24.9,-3.2,0.18028,4.12439
1730463037.0,972,24.7,-3.35,0.25,3.78509
1730463038.0,972,24.3,-3.7,0.53151,3.86042
1730463039.0,972,23.9,-3.8,0.41231,3.38657
1730463040.0,972,23.5,-3.85,0.40311,3.26595
1730463590.0,1841,9.7,-21.9,1.07703,3.5221
1730463591.0,1841,10.55,-21.35,1.01242,0.5743
1730463592.0,1841,10.5,-21.35,0.05,3.14159
1730463593.0,1841,10.5,-21.35,0.0,0.0
1730463594.0,1841,10.55,-21.35,0.05,0.0
1730463595.0,1841,10.55,-21.35,0.0,0.0
1730463596.0,1841,10.5,-21.35,0.05,3.14159
1730463597.0,1841,10.55,-21.35,0.05,0.0
1730463598.0,1841,10.45,-21.4,0.1118,3.60524
1730463599.0,1841,10.35,-21.65,0.26926,4.33188
1730463600.0,1841,10.4,-21.7,0.07071,5.49779
1730463601.0,1841,10.4,-21.7,0.0,0.0
1730463602.0,1841,10.45,-21.75,0.07071,5.49779
1730463603.0,1841,10.4,-21.9,0.15811,4.39064
1730463604.0,1841,10.3,-21.9,0.1,3.14159
1730463605.0,1841,10.3,-21.85,0.05,1.5708
1730463606.0,1841,10.3,-21.85,0.0,0.0
1730463607.0,1841,10.3,-21.9,0.05,4.71239
1730463608.0,1841,10.35,-21.9,0.05,0.0
1730463609.0,1841,10.0,-22.1,0.40311,3.66074
1730463610.0,1841,9.95,-22.2,0.1118,4.24874
1730463611.0,1841,9.9,-22.2,0.05,3.14159
1730463612.0,1841,9.85,-22.2,0.05,3.14159
1730463613.0,1841,9.85,-22.25,0.05,4.71239
1730463614.0,1841,9.85,-22.25,0.0,0.0
1730463615.0,1841,9.85,-22.25,0.0,0.0
1730463616.0,1841,9.85,-22.25,0.0,0.0
1730463617.0,1841,10.0,-22.1,0.21213,0.7854
1730463618.0,1841,9.75,-22.2,0.26926,3.5221
1730463619.0,1841,9.75,-22.25,0.05,4.71239
1730463672.0,1980,22.7,-34.0,0.32016,3.81633
1730463673.0,1980,23.1,-33.8,0.44721,0.46365
1730463674.0,1980,22.55,-34.1,0.6265,3.64094
1730463675.0,1980,22.6,-34.05,0.07071,0.7854
1730463676.0,1980,23.05,-33.8,0.51478,0.5071
1730463677.0,1980,23.05,-33.8,0.0,0.0
1730463678.0,1980,23.1,-33.8,0.05,0.0
1730463679.0,1980,22.65,-34.0,0.49244,3.55982
1730463680.0,1980,22.6,-33.6,0.40311,1.69515
1730463681.0,1980,22.65,-33.5,0.1118,1.10715
1730463682.0,1980,22.85,-33.55,0.20616,6.03821
1730463683.0,1980,22.9,-33.6,0.07071,5.49779
1730463684.0,1980,22.9,-33.6,0.0,0.0
1730463685.0,1980,22.7,-33.75,0.25,3.78509
1730463686.0,1980,22.7,-33.7,0.05,1.5708
1730463687.0,1980,22.5,-33.8,0.22361,3.60524
1730463688.0,1980,22.3,-34.15,0.40311,4.19324
1730463689.0,1980,22.3,-34.15,0.0,0.0
1730463690.0,1980,22.35,-34.15,0.05,0.0
1730463691.0,1980,22.45,-33.9,0.26926,1.19029
1730463692.0,1980,22.5,-33.8,0.1118,1.10715
1730463693.0,1980,22.5,-33.7,0.1,1.5708
1730463694.0,1980,22.65,-33.55,0.21213,0.7854
1730463695.0,1980,22.85,-33.75,0.28284,5.49779
1730463696.0,1980,22.75,-33.85,0.14142,3.92699
1730463697.0,1980,22.75,-33.95,0.1,4.71239
1730463698.0,1980,22.8,-33.95,0.05,0.0
1730463699.0,1980,22.85,-33.95,0.05,0.0
1730463700.0,1980,22.8,-33.9,0.07071,2.35619
1730463701.0,1980,22.8,-33.9,0.0,0.0
1730463702.0,1980,22.75,-34.0,0.1118,4.24874
1730463703.0,1980,22.75,-33.95,0.05,1.5708
1730463704.0,1980,22.75,-34.0,0.05,4.71239
1730463705.0,1980,22.85,-34.0,0.1,0.0
1730463706.0,1980,22.9,-34.1,0.1118,5.17604
1730463707.0,1980,22.9,-33.7,0.4,1.5708
1730463708.0,1980,22.65,-33.7,0.25,3.14159
1730463709.0,1980,22.9,-33.65,0.25495,0.1974
1730463710.0,1980,23.3,-33.55,0.41231,0.24498
1730463904.0,2412,11.95,0.95,0.22361,5.17604
1730463905.0,2412,11.65,1.0,0.30414,2.97644
1730463906.0,2412,11.75,1.2,0.22361,1.10715
1730463907.0,2412,11.7,1.35,0.15811,1.89255
1730463908.0,2412,11.15,1.5,0.57009,2.87534
1730463909.0,2412,10.85,1.15,0.46098,4.00376
1730463910.0,2412,10.55,1.0,0.33541,3.60524
1730463911.0,2412,10.25,0.65,0.46098,4.00376
1730463912.0,2412,9.9,0.25,0.53151,3.99356
1730463913.0,2412,9.6,0.0,0.39051,3.83633
1730463914.0,2412,9.3,-0.4,0.5,4.06889
1730463915.0,2412,9.05,-0.6,0.32016,3.81633
1730463916.0,2412,9.1,-1.3,0.70178,4.7837
1730463917.0,2412,9.15,-1.6,0.30414,4.87754
1730463918.0,2412,9.35,-1.85,0.32016,5.38713
1730463919.0,2412,9.75,-2.4,0.68007,5.34119
1730463920.0,2412,9.8,-2.45,0.07071,5.49779
1730463921.0,2412,10.0,-2.65,0.28284,5.49779
1730463922.0,2412,10.05,-2.6,0.07071,0.7854
1730463923.0,2412,10.35,-2.9,0.42426,5.49779
1730463924.0,2412,10.6,-3.0,0.26926,5.90268
1730463925.0,2412,10.9,-3.2,0.36056,5.69518
1730463926.0,2412,10.95,-3.2,0.05,0.0
1730463927.0,2412,10.9,-3.25,0.07071,3.92699
1730463928.0,2412,10.75,-3.5,0.29155,4.17197
1730463929.0,2412,10.35,-3.8,0.5,3.78509
1730463930.0,2412,9.95,-4.05,0.4717,3.70019
1730463931.0,2412,9.65,-4.0,0.30414,2.97644
1730463932.0,2412,9.1,-3.95,0.55227,3.05093
1730463933.0,2412,8.8,-3.75,0.36056,2.55359
1730463934.0,2412,8.35,-3.3,0.6364,2.35619
1730463935.0,2412,8.25,-2.8,0.5099,1.76819
1730463936.0,2412,7.95,-2.55,0.39051,2.44685
1730463937.0,2412,7.85,-2.2,0.36401,1.8491
1730463938.0,2412,7.45,-1.95,0.4717,2.58299
1730463939.0,2412,7.15,-1.55,0.5,2.2143
1730463940.0,2412,6.8,-1.2,0.49497,2.35619
1730463941.0,2412,6.55,-0.85,0.43012,2.19105
1730463942.0,2412,6.3,-0.6,0.35355,2.35619
1730463943.0,2412,6.2,-0.25,0.36401,1.8491
1730463944.0,2412,5.75,0.05,0.54083,2.55359
1730463945.0,2412,5.45,0.25,0.36056,2.55359
1730463946.0,2412,5.35,0.5,0.26926,1.9513
1730463947.0,2412,7.3,-1.1,2.5224,5.59606
1730463960.0,2556,25.25,-20.75,0.50249,4.81206
1730463961.0,2556,24.9,-21.3,0.65192,4.14566
1730463962.0,2556,24.7,-21.85,0.58523,4.36362
1730463963.0,2556,24.55,-22.5,0.66708,4.48559
1730463964.0,2556,24.4,-22.9,0.4272,4.35362
1730463965.0,2556,24.4,-23.3,0.4,4.71239
1730463966.0,2556,24.0,-23.7,0.56569,3.92699
1730463967.0,2556,23.65,-24.0,0.46098,3.85022
1730463968.0,2556,23.35,-24.1,0.31623,3.46334
1730463969.0,2556,23.35,-24.15,0.05,4.71239
1730463970.0,2556,23.15,-24.05,0.22361,2.67795
1730463971.0,2556,23.2,-24.0,0.07071,0.7854
1730463972.0,2556,23.2,-24.0,0.0,0.0
1730463973.0,2556,23.2,-24.05,0.05,4.71239
1730463974.0,2556,23.3,-24.05,0.1,0.0
1730463975.0,2556,23.2,-24.0,0.1118,2.67795
1730463976.0,2556,22.65,-23.7,0.6265,2.64225
